car_id,year,complaint_id,image_id,audio_id,is_sick_audio,is_sick_text,is_sick_image
161793,2011,119849,18017,,,0,1
97355,2011,109209,2630,,,1,0
140786,2011,106412,27607,,,0,1
184724,2011,78192,17206,,,0,1
182678,2011,78227,17471,,,0,1
7822,2012,606,20224,,,0,1
271399,2012,57151,26337,,,0,1
61127,2012,119854,17706,,,0,1
97829,2012,92,24623,,,0,1
177649,2012,35411,19855,,,0,1
90331,2012,70445,26120,,,0,1
213340,2012,62608,22251,,,0,1
170240,2012,133389,22442,,,0,1
18425,2012,519,27323,,,0,1
75043,2012,6373,20671,,,0,1
158027,2013,70894,26824,,,0,1
245686,2013,66742,17043,,,0,1
285149,2013,6714,24343,,,0,1
230431,2013,57281,26487,,,0,1
168617,2013,7653,157,74,1,0,0
274680,2013,79034,18199,,,0,1
285048,2013,108568,17326,,,0,1
29986,2013,8327,19287,,,0,1
140635,2013,140097,18612,,,0,1
276602,2013,62746,27753,,,0,1
130363,2014,35678,28099,,,0,1
170741,2014,78663,26550,,,0,1
15473,2014,57004,,524,1,0,
105641,2014,142982,16669,488,1,0,1
121308,2014,140172,29047,,,0,1
27725,2014,66475,18012,,,0,1
185169,2014,151513,17349,,,0,1
187817,2014,6690,27217,,,0,1
293352,2015,133315,19752,,,0,1
132939,2015,57414,25627,,,0,1
273884,2015,63945,8535,,,1,0
47650,2015,63151,21443,,,0,1
245142,2015,73572,17416,,,0,1
271174,2015,133682,25612,,,0,1
68352,2015,350,24816,,,0,1
144231,2016,80015,23871,,,0,1
48557,2016,78364,25706,,,0,1
241498,2016,149694,22475,,,0,1
117607,2016,140457,29029,,,0,1
49759,2016,73943,26102,,,0,1
120855,2016,78772,25710,,,0,1
92859,2016,7873,21973,,,0,1
203310,2016,106229,19150,,,0,1
122690,2016,108580,22049,,,0,1
244719,2016,6524,21554,,,0,1
1419,2016,66499,29956,,,0,1
211723,2016,402,21256,,,0,1
27137,2017,73746,28606,,,0,1
53445,2017,156105,29940,,,0,1
165970,2017,35639,23417,,,0,1
162490,2017,584,27928,,,0,1
140120,2017,144390,17748,,,0,1
251680,2017,106554,27930,,,0,1
9317,2017,6539,17014,,,0,1
115552,2017,79100,25239,,,0,1
286936,2017,79442,,1351,1,0,
294533,2017,35430,19320,,,0,1
57248,2018,57090,28104,,,0,1
208590,2018,156100,29778,,,0,1
199545,2018,79032,27552,,,0,1
38475,2018,6359,16924,,,0,1
79805,2018,74220,28266,,,0,1
266865,2018,109051,19365,,,0,1
199355,2018,70366,,373,1,0,
83217,2018,108925,23545,,,0,1
106156,2018,66468,19069,,,0,1
161253,2019,6668,18236,,,0,1
66792,2019,7824,17175,,,0,1
94167,2019,106123,25798,,,0,1
276508,2019,7619,,161,1,0,
179464,2019,8232,26078,,,0,1
226433,2019,107745,16958,,,0,1
248195,2019,57158,27771,,,0,1
588,2019,78916,26693,,,0,1
286667,2019,78827,26947,,,0,1
123483,2019,63362,21115,,,0,1
141640,2019,133674,19834,,,0,1
170704,2019,143431,23310,,,0,1
88345,2019,144896,30100,,,0,1
183577,2019,70931,28355,,,0,1
264816,2020,70603,30095,,,0,1
89685,2020,57094,21453,,,0,1
63426,2020,79130,26183,,,0,1
60493,2020,66546,27616,,,0,1
221262,2020,78972,20806,,,0,1
143889,2020,78870,20736,,,0,1
165340,2020,6464,16585,,,0,1
193516,2021,57537,24772,,,0,1
252345,2021,79519,17842,,,0,1
80992,2021,35466,19594,,,0,1
44439,2021,144706,22737,,,0,1
118214,2021,140262,23462,,,0,1
134707,2021,664,30126,,,0,1
4734,2021,78162,22620,,,0,1
147326,2021,158,20414,,,0,1
49092,2021,70766,24045,,,0,1
61621,2021,64238,14691,,,1,0
21283,2021,140032,16539,,,0,1
193899,2021,140213,24417,,,0,1
267717,2021,78278,18380,,,0,1
150786,2022,120058,24699,,,0,1
1450,2022,143006,18907,,,0,1
217091,2022,143283,16651,,,0,1
32612,2022,63164,26111,,,0,1
78730,2022,66605,26834,,,0,1
125180,2022,108703,17128,,,0,1
77462,2022,35232,,121,1,0,
41642,2022,63589,21775,,,0,1
7495,2022,151290,27794,,,0,1
111243,2022,156092,29497,,,0,1
52306,2023,106088,20971,,,0,1
243954,2023,66419,16303,,,0,1
157235,2023,,227,936,1,,0
207049,2023,106114,19757,,,0,1
51402,2023,57292,19331,,,0,1
282076,2023,77911,21417,,,0,1
27476,2023,8018,26543,,,0,1
88119,2023,155479,,245,1,0,
75411,2023,6502,21938,,,0,1
188992,2023,120422,28274,,,0,1
254668,2023,35405,21273,,,0,1
138380,2023,107577,27900,,,0,1
188953,2024,8147,24397,,,0,1
268411,2024,35374,30077,,,0,1
287060,2024,57061,25666,,,0,1
122981,2024,151096,21168,,,0,1
163558,2024,133184,20590,,,0,1
271116,2024,6360,18299,,,0,1
61591,2024,155701,27114,,,0,1
243612,2025,57370,22329,,,0,1
78939,2025,67615,14856,,,0,1
201123,2025,78293,29581,,,0,1
110047,2025,80151,29725,,,0,1
50840,2025,108426,8878,,,1,0
213979,2025,151133,17033,,,0,1
288690,2000,149791,27014,,,0,1
157141,2000,151059,,239,1,0,
183688,2000,155720,19307,,,0,1
270740,2000,66585,24426,,,0,1
33007,2000,133632,27695,,,0,1
67909,2000,591,25826,,,0,1
61758,2000,78645,19850,,,0,1
162143,2000,151219,18846,,,0,1
224201,2000,149568,22004,,,0,1
75849,2000,6312,16921,,,0,1
94288,2000,57648,22575,,,0,1
141868,2000,151276,24909,,,0,1
162646,2000,73592,24802,,,0,1
222894,2000,107766,732,,,1,0
145030,2001,149590,26578,,,0,1
113710,2001,35368,18152,,,0,1
237674,2001,155698,27957,,,0,1
25693,2001,133118,,1215,1,0,
101581,2001,175,22263,,,0,1
131380,2001,120337,24334,,,0,1
9216,2001,144376,,619,1,0,
95846,2001,151170,18217,,,0,1
247006,2001,108786,25687,,,0,1
116731,2001,149635,25762,,,0,1
72738,2001,57461,26263,,,0,1
234379,2001,645,22347,,,0,1
156212,2002,155688,19161,,,0,1
184781,2002,79060,18436,,,0,1
254135,2002,151652,19833,,,0,1
100866,2002,143023,16628,,,0,1
271416,2002,6797,20192,,,0,1
122166,2002,8062,22402,,,0,1
169800,2002,108540,,648,1,0,
66668,2002,70376,,125,1,0,
29194,2002,74002,23493,,,0,1
58902,2002,149867,28845,,,0,1
296489,2002,107779,28414,,,0,1
135290,2002,139791,,1264,1,0,
36390,2002,98,17936,,,0,1
14839,2003,120054,19880,,,0,1
52333,2003,144944,21719,,,0,1
108380,2003,6321,28302,,,0,1
172272,2003,35303,18540,,,0,1
11589,2003,149348,16331,,,0,1
168000,2003,35174,164,1114,1,0,0
285083,2003,57233,24279,,,0,1
155683,2004,106057,21270,,,0,1
277664,2004,151722,28572,,,0,1
201471,2004,107617,25294,,,0,1
31481,2004,36066,5216,,,1,0
120712,2004,344,18663,,,0,1
212337,2004,108738,19192,,,0,1
112124,2004,149775,25229,,,0,1
248422,2004,35838,26068,,,0,1
24790,2004,66862,24028,,,0,1
254801,2004,149562,18634,,,0,1
267942,2004,78222,22326,,,0,1
50168,2004,63214,29664,,,0,1
84398,2004,294,27421,,,0,1
265343,2005,57658,29789,,,0,1
25062,2005,106076,25724,,,0,1
201163,2005,332,23693,,,0,1
266353,2005,57176,17054,,,0,1
186790,2005,57454,25807,,,0,1
259853,2005,107627,19751,,,0,1
235204,2005,153,27796,,,0,1
299890,2005,8328,25228,,,0,1
112266,2005,119727,,1112,1,0,
10965,2006,144820,28625,,,0,1
159008,2006,108833,21266,,,0,1
12669,2006,140237,25828,,,0,1
247629,2006,119850,29401,,,0,1
39492,2006,79160,21838,,,0,1
198706,2006,133537,29216,,,0,1
36986,2006,144998,29205,,,0,1
198972,2006,79989,22927,,,0,1
287095,2006,107700,20725,,,0,1
219011,2006,73783,20905,,,0,1
249488,2007,6691,24124,,,0,1
146323,2007,79636,16353,,,0,1
27180,2007,143138,22725,,,0,1
241370,2007,63009,138,15,1,0,0
64809,2007,57646,29471,,,0,1
56579,2007,120304,29129,,,0,1
19345,2007,,373,875,1,,0
179955,2007,143262,21579,,,0,1
180473,2008,79834,24673,,,0,1
31840,2008,149561,19313,,,0,1
219812,2008,144518,24020,,,0,1
173059,2008,8264,22876,,,0,1
162236,2008,66706,16797,,,0,1
133159,2008,70893,25365,,,0,1
146360,2008,79186,23347,,,0,1
29675,2008,63679,2968,,,1,0
299930,2008,73820,20153,,,0,1
115682,2008,8399,20839,,,0,1
58867,2008,107632,17184,,,0,1
153888,2008,133263,29600,,,0,1
112562,2008,216,25217,,,0,1
249074,2008,8279,26784,,,0,1
103384,2008,73749,24342,,,0,1
51645,2009,120120,20130,,,0,1
113463,2009,120042,25700,,,0,1
198072,2009,107671,26131,,,0,1
121282,2009,78893,26562,,,0,1
159286,2009,62998,38,264,1,0,0
226151,2009,35464,17272,,,0,1
138753,2009,74208,27863,,,0,1
30042,2009,155629,24967,,,0,1
135490,2009,156015,29433,,,0,1
8456,2009,78920,22938,,,0,1
182876,2009,73818,23187,,,0,1
242314,2010,79854,24923,,,0,1
16805,2010,62731,18772,,,0,1
69641,2010,66649,28995,,,0,1
188899,2010,35327,16663,,,0,1
139452,2010,63579,20881,,,0,1
143633,2010,66999,22345,,,0,1
81197,2010,57598,20488,,,0,1
189911,2011,80117,21588,,,0,1
189232,2011,57374,26335,,,0,1
169334,2011,139998,17924,,,0,1
254373,2011,149641,25676,,,0,1
200658,2011,144850,18651,,,0,1
286143,2011,66920,26661,,,0,1
201457,2011,108604,24707,,,0,1
229867,2011,149654,24837,,,0,1
66078,2011,494,18373,,,0,1
97175,2012,35777,24055,,,0,1
76436,2012,457,25180,,,0,1
188319,2012,140023,26921,,,0,1
33550,2012,78365,25707,,,0,1
10720,2012,108578,28321,,,0,1
38494,2012,8208,24153,,,0,1
236246,2012,107558,25289,,,0,1
233093,2012,62688,19011,,,0,1
271466,2013,7846,17634,,,0,1
95578,2013,57213,16460,,,0,1
250770,2013,155475,,254,1,0,
238946,2013,140275,22900,,,0,1
260684,2013,6519,24370,,,0,1
213876,2013,144709,23046,,,0,1
231013,2013,66373,151,24,1,0,0
122401,2013,151734,29537,,,0,1
39392,2013,108060,28493,,,0,1
157579,2014,149302,17703,,,0,1
287370,2014,144520,19915,,,0,1
198944,2014,5,,580,1,0,
120998,2014,155622,23235,,,0,1
222112,2014,78274,26692,,,0,1
296721,2014,140414,22517,,,0,1
143290,2014,119722,,991,1,0,
89724,2014,,15,929,1,,0
141087,2014,133237,21043,,,0,1
203665,2015,57549,27918,,,0,1
80693,2015,70427,23337,,,0,1
101108,2015,78936,25168,,,0,1
160567,2015,66513,23926,,,0,1
79979,2015,79939,25958,,,0,1
267900,2015,35125,24,1353,1,0,0
195555,2015,73988,28605,,,0,1
36112,2015,57179,28974,,,0,1
149163,2016,140060,26652,,,0,1
85122,2016,133669,25413,,,0,1
201673,2016,133412,16747,,,0,1
43721,2016,63065,19056,,,0,1
159838,2016,63013,,408,1,0,
120392,2016,79515,416,1,1,0,0
60410,2016,108515,,365,1,0,
66100,2017,155668,27209,,,0,1
24570,2017,63317,18882,,,0,1
221171,2017,120231,24227,,,0,1
106905,2017,149258,,721,1,0,
105536,2017,149886,29827,,,0,1
273023,2017,149620,23509,,,0,1
152798,2017,155596,29560,,,0,1
255003,2017,66859,29004,,,0,1
251586,2017,120176,24965,,,0,1
55937,2017,78677,25195,,,0,1
97724,2017,119827,17531,,,0,1
76167,2017,6724,24528,,,0,1
20694,2017,140332,26446,,,0,1
117632,2017,35921,28612,,,0,1
297744,2018,108079,22580,,,0,1
212458,2018,155505,16933,,,0,1
222841,2018,35560,16746,,,0,1
285854,2018,78790,24326,,,0,1
234354,2018,63616,23291,,,0,1
277961,2018,63225,18779,,,0,1
37848,2018,107715,19049,,,0,1
39364,2018,106487,29206,,,0,1
199858,2018,62582,24902,,,0,1
148633,2018,78852,28975,,,0,1
51619,2018,62939,25936,,,0,1
255168,2018,156036,1430,,,0,1
91212,2018,63130,18144,,,0,1
185481,2018,149542,18931,,,0,1
48030,2018,62842,28417,,,0,1
88114,2018,143395,24625,,,0,1
34417,2019,155582,19902,,,0,1
120126,2019,144882,26978,,,0,1
205313,2019,118,22261,,,0,1
77384,2019,7643,,808,1,0,
236566,2019,155833,23040,,,0,1
49644,2019,66586,18054,,,0,1
10722,2019,119699,70,1062,1,0,0
174281,2019,70426,23451,,,0,1
55745,2020,155838,25344,,,0,1
104973,2020,7625,,695,1,0,
233520,2020,78799,29768,,,0,1
84556,2020,107645,16489,,,0,1
38030,2020,108621,16736,,,0,1
1765,2020,6623,29214,,,0,1
292146,2020,149265,24296,,,0,1
252171,2020,119902,20248,,,0,1
9128,2021,143543,26214,,,0,1
203100,2021,149825,20225,,,0,1
21195,2021,139808,,706,1,0,
296719,2021,151666,19979,,,0,1
7152,2021,80086,20179,,,0,1
104509,2021,57848,5567,,,1,0
263739,2021,600,28481,,,0,1
28572,2021,62899,21516,,,0,1
284878,2021,139805,,762,1,0,
49791,2021,149359,17614,,,0,1
254392,2021,70745,17150,,,0,1
192280,2022,151284,24388,,,0,1
124219,2022,73664,17885,,,0,1
157518,2022,151177,23508,,,0,1
286276,2022,354,21715,,,0,1
26945,2022,144513,22186,,,0,1
27456,2022,80147,29517,,,0,1
230794,2022,143458,18446,,,0,1
86896,2022,151330,25783,,,0,1
136709,2022,70583,17803,,,0,1
193895,2022,513,23802,,,0,1
99256,2022,7751,331,976,1,1,0
181738,2022,57081,18877,,,0,1
220289,2023,524,27371,,,0,1
13622,2023,155678,20596,,,0,1
243045,2023,106447,19455,,,0,1
171056,2023,142966,,1233,1,0,
137379,2023,35496,28953,,,0,1
296855,2023,57021,16222,344,1,0,1
49010,2023,8089,21137,,,0,1
38834,2023,133355,29635,,,0,1
195637,2023,155696,26248,,,0,1
246719,2024,70415,23124,,,0,1
72,2024,8910,11933,,,1,0
185532,2024,143258,16618,,,0,1
256875,2024,139893,18992,,,0,1
15919,2024,66542,17605,,,0,1
54124,2024,77842,17449,,,0,1
286517,2024,70407,16928,,,0,1
271760,2024,155989,24366,,,0,1
135369,2024,35522,18201,,,0,1
256106,2024,6492,18404,,,0,1
158277,2024,,221,921,1,,0
176260,2025,57471,17568,,,0,1
486,2025,78447,24918,,,0,1
14611,2025,143087,18193,,,0,1
432,2025,7800,29238,,,0,1
267029,2025,8370,28360,,,0,1
182115,2025,108815,29239,,,0,1
233015,2025,143025,23916,,,0,1
126926,2025,66972,20782,,,0,1
262570,2025,155892,17476,,,0,1
235517,2025,144661,22301,,,0,1
92015,2025,151706,27799,,,0,1
212092,2025,121132,15322,,,1,0
1145,2025,77855,21197,,,0,1
86884,2025,57570,19601,,,0,1
6346,2025,6488,21581,,,0,1
38272,2025,105974,16861,,,0,1
18920,2000,107833,21477,,,0,1
132773,2000,57162,17391,,,0,1
186275,2000,119775,364,1047,1,0,0
27295,2000,78158,28093,,,0,1
44059,2000,120173,26808,,,0,1
184453,2000,109061,29367,,,0,1
207548,2000,78804,26368,,,0,1
208337,2000,77844,24193,,,0,1
221288,2000,203,22110,,,0,1
56658,2000,66931,27006,,,0,1
255287,2000,133443,19180,,,0,1
11035,2000,133286,17149,,,0,1
52807,2000,133248,19300,,,0,1
210960,2000,139967,19080,,,0,1
56435,2001,6845,22354,,,0,1
215311,2001,78362,19932,,,0,1
287077,2001,6468,19415,,,0,1
198511,2001,73691,27496,,,0,1
151377,2001,66694,28703,,,0,1
60841,2001,74160,28428,,,0,1
77092,2001,35684,20973,,,0,1
109367,2002,120383,25928,,,0,1
179830,2002,66740,27148,,,0,1
142043,2002,7639,124,107,1,0,0
39441,2002,79046,30075,,,0,1
277845,2002,143330,22071,,,0,1
80600,2003,120150,18854,,,0,1
299970,2003,35599,21857,,,0,1
285993,2003,66744,20689,,,0,1
164306,2003,140076,21222,,,0,1
107191,2003,70601,24760,,,0,1
271797,2003,6580,22952,,,0,1
272295,2003,78009,18033,,,0,1
238011,2003,140108,23861,,,0,1
244644,2003,77972,23594,,,0,1
93455,2003,139918,19436,,,0,1
10114,2003,35683,24501,,,0,1
35457,2003,70462,16788,,,0,1
217405,2004,151252,27524,,,0,1
84229,2004,79871,24398,,,0,1
257489,2004,144667,26569,,,0,1
222020,2004,155532,17379,,,0,1
79226,2004,,91,898,1,,0
74015,2004,6804,20409,,,0,1
23283,2004,133700,26147,,,0,1
15753,2004,78573,25,331,1,0,0
134871,2004,8221,26882,,,0,1
121319,2004,149356,17140,,,0,1
64953,2004,120170,24786,,,0,1
270806,2004,79749,26913,,,0,1
220974,2004,155514,16811,,,0,1
37917,2005,107924,27139,,,0,1
164570,2005,57431,26034,,,0,1
54926,2005,6194,16200,480,1,0,1
293600,2005,155806,20367,,,0,1
256086,2005,151088,17310,,,0,1
59986,2005,62729,21085,,,0,1
62303,2005,57195,26094,,,0,1
270141,2005,78055,27275,,,0,1
117430,2005,149374,21929,,,0,1
58821,2005,8250,23185,,,0,1
97507,2005,66850,26308,,,0,1
279508,2005,80110,20955,,,0,1
201084,2005,57621,20941,,,0,1
135940,2005,78906,17015,,,0,1
80687,2005,79020,17894,,,0,1
37972,2006,7962,21193,,,0,1
211674,2006,6771,25611,,,0,1
64905,2006,78661,26927,,,0,1
217573,2006,78839,20993,,,0,1
281804,2006,144881,29478,,,0,1
279243,2006,63475,23343,,,0,1
111914,2006,139943,24116,,,0,1
255717,2006,8216,26633,,,0,1
256260,2006,452,27598,,,0,1
128665,2006,8178,28851,,,0,1
185712,2006,151417,22163,,,0,1
223805,2006,79571,25956,,,0,1
253086,2006,133416,22155,,,0,1
264904,2006,79799,28535,,,0,1
190289,2007,151869,4261,,,0,1
299687,2007,36330,11059,,,0,1
61024,2007,63055,22050,,,0,1
108223,2007,67017,23349,,,0,1
173619,2007,74057,18740,,,0,1
105003,2007,143540,20228,,,0,1
126608,2007,74456,7210,,,1,0
159098,2007,35390,21185,,,0,1
283032,2007,108532,16936,1257,1,0,1
183614,2007,73616,21680,,,0,1
280259,2007,63949,8593,,,1,0
158202,2007,57567,29344,,,0,1
229494,2008,133522,24267,,,0,1
16160,2008,8280,28713,,,0,1
95479,2008,139864,21772,,,0,1
108475,2008,119720,,1248,1,0,
13380,2008,108741,18168,,,0,1
90657,2008,70699,25742,,,0,1
259497,2008,78387,26949,,,0,1
264637,2008,70465,21815,,,0,1
289503,2009,143040,27104,,,0,1
196904,2009,79952,26430,,,0,1
146620,2009,79787,26900,,,0,1
42460,2009,144419,20503,,,0,1
6227,2009,107563,30032,,,0,1
59898,2009,79455,,1133,1,0,
181862,2009,63565,20486,,,0,1
101230,2009,149272,16738,,,0,1
85079,2009,149644,25992,,,0,1
234843,2009,57440,22035,,,0,1
107206,2009,78323,19110,,,0,1
178893,2010,139817,250,291,1,0,0
284325,2010,149389,21432,,,0,1
6320,2010,144902,25823,,,0,1
261110,2010,107802,25492,,,0,1
283251,2010,106270,22478,,,0,1
141654,2010,,74,893,1,,0
154569,2010,57599,26220,,,0,1
44563,2010,119815,21904,,,0,1
128077,2010,79902,29419,,,0,1
64681,2010,140225,26881,,,0,1
43925,2010,140224,21518,,,0,1
28177,2010,6617,22093,,,0,1
74783,2010,144669,26795,,,0,1
184852,2010,70668,29867,,,0,1
256976,2010,119718,141,1103,1,0,0
113475,2011,140337,19423,,,0,1
246594,2011,143310,21160,,,0,1
145564,2011,78345,25410,,,0,1
82049,2011,66749,22669,,,0,1
292735,2011,63346,24704,,,0,1
148719,2011,66487,21060,,,0,1
238092,2011,151300,25852,,,0,1
15122,2011,155556,20716,,,0,1
78433,2011,57456,25693,,,0,1
202346,2011,133800,27935,,,0,1
68482,2011,133457,24186,,,0,1
246195,2011,151192,17454,,,0,1
6161,2012,35825,27912,,,0,1
242420,2012,79873,24604,,,0,1
34310,2012,144697,27899,,,0,1
178803,2012,139966,29555,,,0,1
8896,2012,6410,29395,,,0,1
73481,2012,142974,,453,1,0,
278819,2012,144567,27581,,,0,1
30908,2012,133351,20013,,,0,1
81800,2012,70722,22782,,,0,1
28166,2012,7753,334,113,1,0,0
67850,2012,63094,20247,,,0,1
277960,2013,77978,18738,,,0,1
109050,2013,143194,17785,,,0,1
249826,2013,7702,247,108,1,0,0
261880,2013,151457,21106,,,0,1
159607,2013,105962,23792,,,0,1
165521,2013,133364,20386,,,0,1
70735,2013,140142,21854,,,0,1
12164,2013,144365,313,327,1,0,0
93902,2013,108634,20785,,,0,1
297835,2013,151337,22223,,,0,1
255120,2013,57692,28392,,,0,1
294655,2013,35873,21861,,,0,1
69569,2013,143077,17080,,,0,1
119027,2013,66763,22812,,,0,1
131042,2014,149477,28626,,,0,1
127294,2014,78821,18159,,,0,1
130193,2014,108843,24374,,,0,1
205000,2014,74078,26582,,,0,1
118793,2014,143314,19817,,,0,1
111354,2014,57290,19297,,,0,1
294469,2014,79762,29456,,,0,1
81631,2015,151081,310,30,1,0,0
146912,2015,8377,28515,,,0,1
29965,2015,7737,302,92,1,0,0
166041,2015,107625,23639,,,0,1
123175,2015,106240,20326,,,0,1
110861,2015,70368,243,277,1,0,0
197043,2015,73736,23948,,,0,1
219963,2015,155680,29578,,,0,1
63145,2015,78736,18315,,,0,1
287953,2015,63561,20142,,,0,1
247534,2015,8048,21555,,,0,1
64397,2015,143402,22550,,,0,1
116656,2016,73911,24101,,,0,1
94639,2016,133225,25790,,,0,1
178606,2016,152332,13472,,,1,0
28531,2016,6850,1841,,,0,1
212053,2016,66844,23530,,,0,1
104661,2016,74021,28418,,,0,1
246041,2016,105960,22657,,,0,1
189355,2016,119764,,1061,1,0,
192262,2016,144585,26130,,,0,1
123056,2016,35428,19773,,,0,1
21054,2016,139974,23006,,,0,1
137441,2017,133278,29750,,,0,1
80836,2017,79416,118,1151,1,0,0
77889,2017,6576,23846,,,0,1
62079,2017,7713,,1373,1,0,
164220,2017,133821,29196,,,0,1
288814,2017,106510,27755,,,0,1
247590,2017,156119,27826,,,0,1
59585,2017,64150,12776,,,1,0
43731,2017,78098,29730,,,0,1
244540,2017,105961,26544,,,0,1
57157,2017,66446,16734,,,0,1
240158,2017,8165,22916,,,0,1
184735,2018,106307,17214,,,0,1
272770,2018,6679,28780,,,0,1
210357,2018,66791,24663,,,0,1
43559,2018,80017,18656,,,0,1
217182,2018,79468,,1214,1,0,
242407,2018,140329,26395,,,0,1
57164,2018,155523,27546,,,0,1
120036,2019,62906,26019,,,0,1
161386,2019,73844,25173,,,0,1
10383,2019,105928,16215,,,0,1
37628,2019,73973,24810,,,0,1
90957,2019,73782,25238,,,0,1
55976,2019,108953,28024,,,0,1
76061,2019,478,27027,,,0,1
276285,2019,699,28405,,,0,1
209878,2019,133448,21496,,,0,1
